idx	htid	access	rights	ht_rec	enum_chron	source	source_rec	oclc_num	isbn	issn	lccn	title	imprint	rights_code	last_update	gov_doc	pub_date	pub_place	lang	bib_format	coll_code	provider_code	resp_ent_code	dig_agent_code	access_profile	author
2911732	mdp.39015013234508	deny	ic	723348		MIU	000723348	902974	0394491882		74008699	The last days of Louisiana Red.	Random House [1974]	bib	2012-04-19 19:30:21	0	1974.0	nyu	eng	BK	MIU	umich	umich	google	google	Reed, Ishmael, 1938-
3215485	mdp.39015013302651	deny	ic	927797		MIU	000927797	17649068	0822935899		88006408 //r91	Moustapha's eclipse / Reginald McKnight.	University of Pittsburgh Press, c1988.	bib	2012-03-17 19:30:17	0	1988.0	pau	eng	BK	MIU	umich	umich	google	google	McKnight, Reginald, 1956-
3358972	mdp.39015013742807	allow	pd	1027134		MIU	001027134	939418			01025424	The marrow of tradition / by Charles W. Chesnutt.	Houghton, Mifflin, 1901.	bib	2012-08-24 19:30:12	0	1901	mau	eng	BK	MIU	umich	umich	google	google	Chesnutt, Charles W. 1858-1932.
3995776	mdp.39015013762755	deny	ic	1422370		MIU	001422370	13792			70081113	The love of Landry.	Mnemosyne, 1969.	bib	2012-04-12 19:30:05	0	1969.0	flu	eng	BK	MIU	umich	umich	google	google	Dunbar, Paul Laurence, 1872-1906.
2194215	mdp.39015013966547	deny	ic	589370		MIU	000589370	107995	0671270729		70101243	The cotillion; or, One good bull is half the herd.	Trident Press [1971]	bib	2012-05-30 19:31:00	0	1971.0	nyu	eng	BK	MIU	umich	umich	google	google	Killens, John Oliver, 1916-1987.
2348563	mdp.39015014135803	deny	ic	634195		MIU	000634195	704413			65020682//r79	Let noon be fair, a novel.	Putnam [c1966]	bib	2008-08-15 22:30:02	0	1966.0	nyu	eng	BK	MIU	umich	umich	google	google	Motley, Willard, 1909-1965.
2348704	mdp.39015014135811	deny	und	634310		MIU	000634310	308269			51014180/L/r78	We fished all night.	Appleton-Century-Crofts [1951]	nfi	2012-07-10 05:30:03	0	1951.0	nyu	eng	BK	MIU	umich	umich	google	google	Motley, Willard, 1909-1965.
1070196	mdp.39015014138542	deny	ic	482824		MIU	000482824	1974908			67024641	The house on Corbett Street; a novel of Negro stirrings amid discontent, by William M. Johnson.	William-Frederick Press, 1967.	bib	2012-06-28 19:30:11	0	1967.0	nyu	eng	BK	MIU	umich	umich	google	google	Johnson, William Matthews, 1905-
1070929	mdp.39015014139243	deny	ic	483348		MIU	000483348	735415			77076114	Hearts of gold, a novel, by J. McHenry Jones.	McGrath Pub. Co. [1969]	bib	2008-07-07 00:30:20	0	1969.0	mdu	eng	BK	MIU	umich	umich	google	google	Jones, J. McHenry.
1070956	mdp.39015014139268	deny	ic	483372		MIU	000483372	13670			70076115	By sanction of law.	McGrath Pub. Co. [1969, c1924]	bib	2012-04-25 19:30:05	0	1969.0	mdu	eng	BK	MIU	umich	umich	google	google	Jones, Joshua Henry.
1909641	mdp.39015014164001	deny	ic	538072		MIU	000538072	116027			78129549	Banana Bottom.	Chatham Bookseller [1970, c1933]	bib	2008-12-03 22:30:23	0	1970.0	nju	eng	BK	MIU	umich	umich	google	google	McKay, Claude, 1890-1948.
2978974	mdp.39015014448818	deny	ic	775232		MIU	000775232	54901870	0553236210			Nova / Samuel R. Delany.	Bantam Books, 1969.	bib	2012-09-06 19:30:54	0	1969.0	onc	eng	BK	MIU	umich	umich	google	google	Delany, Samuel R.
4176332	mdp.39015014564432	deny	ic	1528242		MIU	001528242	19517488	0670826200		88040625	Higher ground : a novel in three parts / Caryl Phillips.	Viking, c1989.	bib	2008-05-24 09:30:05	0	1989.0	enk	eng	BK	MIU	umich	umich	google	google	Phillips, Caryl.
3143230	mdp.39015014574118	deny	ic	885142		MIU	000885142	15591618	0877959315		87011497	The bridge of lost desire / Samuel R. Delany.	Arbor House, [1987]	bib	2012-06-24 19:30:15	0	1987.0	nyu	eng	BK	MIU	umich	umich	google	google	Delany, Samuel R.
3129045	mdp.39015014607082	deny	ic	874973		MIU	000874973	16833709	0877959471 :		87027205	The motion of light in water : sex and science fiction writing in the East Village, 1957-1965 / Samuel R. Delany.	Arbor House/W. Morrow, c1988.	bib	2012-06-25 19:30:10	0	1988.0	nyu	eng	BK	MIU	umich	umich	google	google	Delany, Samuel R.
2348559	mdp.39015014637402	deny	und	634193		MIU	000634193	308264			58007667/L/r79	Let no man write my epitaph.	Random House [1958]	nfi	2013-02-16 05:30:05	0	1958.0	nyu	eng	BK	MIU	umich	umich	google	google	Motley, Willard, 1909-1965.
523486	mdp.39015014776184	deny	ic	117150		MIU	000117150	9682782	0394514688 :		82049000	A gathering of old men / Ernest J. Gaines.	Alfred A. Knopf, 1983.	bib	2008-11-01 21:30:28	0	1983.0	nyu	eng	BK	MIU	umich	umich	google	google	Gaines, Ernest J., 1933-
4499882	mdp.39015014856291	allow	pdus	1775997		MIU	001775997	16716			74075545	The fire in the flint.	Negro Universities Press [1969]	cdpp	2020-08-07 05:25:03	0	1969.0	nyu	eng	BK	MIU	umich	umich	google	google	White, Walter Francis, 1893-1955.
3621275	mdp.39015014859253	deny	ic	1185964		MIU	001185964	3679211			54005687	South Street.	Farrar, Straus and Young [1954]	ren	2012-04-20 05:30:02	0	1954.0	nyu	eng	BK	MIU	umich	umich	google	google	Smith, William Gardner, 1927-1974.
3922346	mdp.39015014860665	deny	ic	1377143		MIU	001377143	1135069			50005405	Stranger and alone, a novel.	[1969, 1950]	bib	2012-07-31 19:30:20	0	1969.0	   	eng	BK	MIU	umich	umich	google	google	Redding, J. Saunders 1906-1988.
3624145	mdp.39015014862257	deny	ic	1187676		MIU	001187676	448274			68026709	A bear for the FBI.	Trident Press, [1968]	bib	2012-02-29 19:30:08	0	1968.0	nyu	eng	BK	MIU	umich	umich	google	google	Van Peebles, Melvin, 1932-
3626438	mdp.39015014862349	deny	ic	1189053		MIU	001189053	513783			66011708	The wig, a mirror image / Charles Wright.	Farrar, Straus and Giroux, [1966]	bib	2012-07-07 19:30:10	0	1966.0	nyu	eng	BK	MIU	umich	umich	google	google	Wright, Charles, 1932-2008.
3626683	mdp.39015014862448	deny	und	1189209		MIU	001189209	291481			54010533	Benton's Row / Frank Yerby.	Dial, 1954.	crms	2013-08-30 05:25:18	0	1954.0	nyu	eng	BK	MIU	umich	umich	google	google	Yerby, Frank, 1916-1991.
3626689	mdp.39015014862471	deny	und	1189213		MIU	001189213	291488			50009227	Floodtide.	Dial Press, 1950.	nfi	2013-08-23 17:25:04	0	1950.0	nyu	eng	BK	MIU	umich	umich	google	google	Yerby, Frank, 1916-1991.
3626698	mdp.39015014862489	deny	ic	1189219		MIU	001189219	8991076			64015225	The old gods laugh, a modern romance.	Dial Press, 1964.	bib	2012-04-12 19:30:07	0	1964.0	nyu	eng	BK	MIU	umich	umich	google	google	Yerby, Frank, 1916-1991.
3626706	mdp.39015014862497	deny	ic	1189224		MIU	001189224	291367			51003370	A woman called Fancy.	Dial Press c1951	ren	2012-07-10 05:30:03	0	1951.0	nyu	eng	BK	MIU	umich	umich	google	google	Yerby, Frank, 1916-1991.
3476314	mdp.39015014866340	deny	ic	1103368		MIU	001103368	17764206	0440550033		88009665	Seduction by light / Al Young.	Delta Fiction, c1988.	bib	2012-06-18 19:30:13	0	1988.0	nyu	eng	BK	MIU	umich	umich	google	google	Young, Al, 1939-
3811724	mdp.39015014878253	deny	ic	1298473		MIU	001298473	16578563	0688077021		87023581	The Avenue, Clayton City / C. Eric Lincoln.	Morrow, c1988.	bib	2010-01-10 22:30:07	0	1988.0	nyu	eng	BK	MIU	umich	umich	google	google	Lincoln, C. Eric 1924-2000.
3803193	mdp.39015014880697	deny	ic	1292138		MIU	001292138	17505863	0882581554 (pbk.)		88001270	Soul clap hands and sing / Paule Marshall ; [with an introduction by Darwin T. Turner].	Howard University Press, 1988.	bib	2012-06-20 10:03:09	0	1988.0	dcu	eng	BK	MIU	umich	umich	google	google	Marshall, Paule, 1929-
3816610	mdp.39015014891447	deny	ic	1301681		MIU	001301681	1862751			53009319	The devil's laughter.	Dial Press, c1953.	ren	2010-11-30 11:51:27	0	1953.0	nyu	eng	BK	MIU	umich	umich	google	google	Yerby, Frank, 1916-1991.
4179912	mdp.39015014949831	deny	ic	1531003		MIU	001531003	18959845	0399134158 :		88037001	Sweet summer : growing up with & without my dad / Bebe Moore Campbell.	Putnam, c1989.	bib	2012-07-15 19:31:01	0	1989.0	nyu	eng	BK	MIU	umich	umich	google	google	Campbell, Bebe Moore, 1950-2006.
3361915	mdp.39015015156527	allow	pd	1029340		MIU	001029340	1702272			58013053	Bright web in the darkness.	St. Martin's Press [1958]	ren	2011-11-19 05:30:06	0	1958	nyu	eng	BK	MIU	umich	umich	google	google	Saxton, Alexander.
2887827	mdp.39015015175261	deny	ic	702951		MIU	000702951	2005960	0151592659		76000941	Meridian / by Alice Walker.	Harcourt Brace Jovanovich, c1976.	bib	2010-02-01 22:30:04	0	1976.0	nyu	eng	BK	MIU	umich	umich	google	google	Walker, Alice, 1944-
2887828	mdp.39015015175279	deny	ic	702951		MIU	000702951	2005960	0151592659		76000941	Meridian / by Alice Walker.	Harcourt Brace Jovanovich, c1976.	bib	2010-02-01 22:30:04	0	1976.0	nyu	eng	BK	MIU	umich	umich	google	google	Walker, Alice, 1944-
4563637	mdp.39015015225728	deny	ic	1816525		MIU	001816525	17264328	0689707282		87033462	Reckless eyeballing / Ishmael Reed.	Atheneum, 1988, c1986.	bib	2010-01-31 22:30:03	0	1988.0	nyu	eng	BK	MIU	umich	umich	google	google	Reed, Ishmael, 1938-
2331837	mdp.39015015344974	deny	ic	622556		MIU	000622556	104386	0070095914:		72137124	Blueschild baby.	McGraw-Hill [1970]	bib	2012-09-06 19:30:57	0	1970.0	nyu	eng	BK	MIU	umich	umich	google	google	Cain, George, 1943-
3442449	mdp.39015015380515	deny	ic	1078523		MIU	001078523	7265128	0896080269 (cloth),0896080250 (pbk.) :		80051041	Hand over fist / by Henry H. Noyes.	South End Press, c1980.	bib	2006-12-11 13:31:11	0	1980.0	mau	eng	BK	MIU	umich	umich	google	google	Noyes, Henry H.
3458322	mdp.39015015387221	deny	ic	1089442		MIU	001089442	17954289	0394754395 :		87040109	Platitudes / Trey Ellis.	Vintage Books, c1988.	bib	2008-11-01 22:30:20	0	1988.0	nyu	eng	BK	MIU	umich	umich	google	google	Ellis, Trey.
4579521	mdp.39015015447157	deny	ic	1830879		MIU	001830879	18833697	081730438X (alk. paper)		88034013	Jule / George Wylie Henderson ; introduction by J. Lee Greene.	University of Alabama Press, [1989], c1946.	bib	2012-08-18 19:30:27	0	1989.0	alu	eng	BK	MIU	umich	umich	google	google	Henderson, George Wylie.
2343372	mdp.39015016414776	deny	ic	630714		MIU	000630714	467011			58012188	The long night.	Vanguard Press [1958]	ren	2010-11-30 11:48:49	0	1958.0	nyu	eng	BK	MIU	umich	umich	google	google	Mayfield, Julian, 1928-
1003771	mdp.39015016415658	allow	pd	435884		MIU	000435884	10611637				Run, zebra, run! a story of American race conflict.	[1959]	ren	2013-10-01 05:25:04	0	1959.0	nyu	eng	BK	MIU	umich	umich	google	google	Harris, Leon R.
943430	mdp.39015016434535	deny	ic	394118		MIU	000394118	1072537			63017274	The fair sister, a novel.	Doubleday, 1963.	ren	2008-08-06 11:43:00	0	1963.0	nyu	eng	BK	MIU	umich	umich	google	google	Goyen, William.
943124	mdp.39015016434568	deny	ic	393912		MIU	000393912	32399			77079341//r86	Trixie.	Knopf, 1969.	bib	2012-04-12 19:30:08	0	1969.0	nyu	eng	BK	MIU	umich	umich	google	google	Graves, Wallace, 1922-
1071512	mdp.39015016435268	deny	ic	483838		MIU	000483838	1367319			65010609	A drop of patience.	Doubleday, 1965.	bib	2012-04-25 19:30:06	0	1965.0	nyu	eng	BK	MIU	umich	umich	google	google	Kelley, William Melvin, 1937-
1071476	mdp.39015016435276	deny	ic	483804		MIU	000483804	547142			67019079	Dem.	Doubleday, 1967.	bib	2012-04-12 19:30:08	0	1967.0	nyu	eng	BK	MIU	umich	umich	google	google	Kelley, William Melvin, 1937-
1007834	mdp.39015016435581	deny	ic	438507		MIU	000438507	639676			66020282	Run man, run [by] Chester Himes.	Putnam [1966]	bib	2012-04-25 19:30:06	0	1966.0	nyu	eng	BK	MIU	umich	umich	google	google	Himes, Chester B., 1909-1984.
1000631	mdp.39015016440656	deny	ic	433653		MIU	000433653	337599			64013654	All the rest have died / by Bill Gunn.	Delacorte Press : Distributed by Dial Press, [1964]	bib	2012-04-12 19:30:08	0	1964.0	nyu	eng	BK	MIU	umich	umich	google	google	Gunn, Bill, 1934-1989.
893741	mdp.39015016440722	deny	ic	361390		MIU	000361390	7778794				The ballad of Beta-2 / by Samuel R. Delany.	Ace Books 1965.	bib	2012-09-06 19:31:00	0	1965.0	nyu	eng	BK	MIU	umich	umich	google	google	Delany, Samuel R.
1002408	mdp.39015016441233	deny	ic	434956		MIU	000434956	1684738			66013122	The jubjub bird, by William M. Hardy.	Coward-McCann, [1966]	bib	2012-06-28 19:30:19	0	1966.0	nyu	eng	BK	MIU	umich	umich	google	google	Hardy, William M.
892500	mdp.39015016450929	deny	ic	360303		MIU	000360303	26253			71086400	My main mother.	Walker [1969]	bib	2012-04-12 19:30:08	0	1969.0	nyu	eng	BK	MIU	umich	umich	google	google	Beckham, Barry, 1944-
992396	mdp.39015016451265	deny	ic	428041		MIU	000428041	959251			66017441//r68	A wilderness of vines.	Doubleday, 1966.	bib	2012-06-28 19:30:19	0	1966.0	nyu	eng	BK	MIU	umich	umich	google	google	Bennett, Hal, 1930- .
996072	mdp.39015016451950	deny	ic	430665		MIU	000430665	437443			68012778	Curling, a novel.	Houghton Mifflin 1968 [c1967]	bib	2012-06-28 19:30:19	0	1968.0	mau	eng	BK	MIU	umich	umich	google	google	Boles, Robert.
2185770	mdp.39015016452230	deny	ic	584287		MIU	000584287	1015117			59008460/L	Trumbull park, a novel.	Regnery, [1959]	ren	2012-04-18 05:30:02	0	1959.0	ilu	eng	BK	MIU	umich	umich	google	google	Brown, Frank London.
2187278	mdp.39015016452453	deny	ic	585223		MIU	000585223	869626			51004920	Iron City, a novel.	Masses & Mainstream, 1951.	ren	2013-07-11 05:25:03	0	1951.0	nyu	eng	BK	MIU	umich	umich	google	google	Brown, Lloyd L. 1913-2003.
2186546	mdp.39015016452750	allow	pd	584789		MIU	000584789	3465857			55011114/L	The band will not play Dixie, a novel of suspense.	Exposition Press [1955]	ren	2013-08-21 05:25:03	0	1955.0	nyu	eng	BK	MIU	umich	umich	google	google	Browne, Theodore, 1910-
891675	mdp.39015016453196	deny	ic	359626		MIU	000359626	1278625			66016527	Bars of adamant; a tropical novel, by Nathan Barrett.	Fleet Pub. Corp. [1966]	bib	2008-07-13 00:30:02	0	1966.0	nyu	eng	BK	MIU	umich	umich	google	google	Barrett, Nathan Noble.
2596856	mdp.39015016454152	deny	ic	658305		MIU	000658305	1535092			65021399	All God's children, a novel.	Bobbs-Merrill Co. [1965]	bib	2012-07-31 19:30:21	0	1965.0	inu	eng	BK	MIU	umich	umich	google	google	Anderson, Alston, 1924-
885700	mdp.39015016454574	allow	pd	354845		MIU	000354845	2630724				The black challenge.	Vantage press [1958]	ren	2010-08-10 05:30:04	0	1958.0	nyu	eng	BK	MIU	umich	umich	google	google	Austin, Edmund O.
996075	mdp.39015016454582	deny	ic	430669		MIU	000430669	869564			64017362	The people one knows, a novel.	Houghton Mifflin, 1964.	bib	2012-04-24 19:30:07	0	1964.0	mau	eng	BK	MIU	umich	umich	google	google	Boles, Robert.
862751	mdp.39015016779285	deny	ic	338469		MIU	000338469	514037			58006647/L	The lonesome road; the story of the Negro's part in America.	Doubleday, 1958.	ren	2013-08-27 05:25:05	0	1958.0	nyu	eng	BK	MIU	umich	umich	google	google	Redding, J. Saunders 1906-1988.
4589971	mdp.39015016946397	deny	ic	1839618		MIU	001839618	20220195	1555530664 (alk. paper) :		89038296	There is confusion / by Jessie Redmon Fauset ; with a new foreword by Thadious M. Davis.	Northeastern University Press, 1989, c1924.	bib	2012-09-06 19:31:01	0	1989.0	mau	eng	BK	MIU	umich	umich	google	google	Fauset, Jessie Redmon.
4593811	mdp.39015016965926	deny	ic	1842938		MIU	001842938	19669229	0385194552 :		89032939	Long distance life / Marita Golden.	Doubleday, c1989.	bib	2012-09-06 19:31:01	0	1989.0	nyu	eng	BK	MIU	umich	umich	google	google	Golden, Marita.
5820938	mdp.39015017429609	deny	ic	2906984		MIU	002906984	30531966	1883303133 :		93061105 //r94	Violent spring / Gary Phillips.	West Coast Crime, 1994.	bib	2012-03-12 19:30:19	0	1994.0	oru	eng	BK	MIU	umich	umich	google	google	Phillips, Gary, 1955-
5820523	mdp.39015017431720	deny	ic	2906619		MIU	002906619	29256975	1562800523 :		93041787 //r94	Keeping secrets : a Gianna Maglione mystery / Penny Mickelbury.	Naiad Press, 1994.	bib	2008-06-03 09:30:06	0	1994.0	flu	eng	BK	MIU	umich	umich	google	google	Mickelbury, Penny, 1948-
5822479	mdp.39015017438212	deny	ic	2908426		MIU	002908426	30036535	0670852635		94008795	Rocking the babies / Linda Raymond.	Viking, 1994.	bib	2012-04-19 19:30:29	0	1994.0	nyu	eng	BK	MIU	umich	umich	google	google	Raymond, Linda.
773117	mdp.39015017663934	deny	ic	280316		MIU	000280316	9411921	0394529650		83042777	Two wings to veil my face / Leon Forrest.	Random House, c1983.	bib	2012-09-06 19:31:03	0	1983.0	nyu	eng	BK	MIU	umich	umich	google	google	Forrest, Leon.
2601245	mdp.39015017684542	deny	ic	661641		MIU	000661641	54380			70096382	Let me breathe thunder.	Chatham Bookseller [1969, c1939]	bib	2012-06-20 10:03:11	0	1969.0	nju	eng	BK	MIU	umich	umich	google	google	Attaway, William.
4754810	mdp.39015017713267	deny	ic	1954652		MIU	001954652	20344484	0932511244 (pbk.) :,0932511236 :			Trouble the water / by Melvin Dixon.	University of Colorado and Fiction Collective Two, c1989.	bib	2008-06-04 09:30:06	0	1989	cou	eng	BK	MIU	umich	umich	google	google	Dixon, Melvin, 1950-1992.
4690531	mdp.39015018046923	allow	pd	1910113		MIU	001910113	1086701			57013796 /L	The ordeal of Mansart.	Mainstream Publishers, 1957.	ren	2016-05-12 11:45:23	0	1957.0	nyu	eng	BK	MIU	umich	umich	google	google	Du Bois, W. E. B. 1868-1963.
4197574	mdp.39015018304801	deny	ic	1541638		MIU	001541638	9682910	0714528056 :		83011777	Jelly Roll Morton's last night at the Jungle Inn : an imaginary memoir / by Samuel Charters.	M. Boyars : Distributed in the U.S. by Scribner Book Companies, c1984.	bib	2012-09-06 19:31:04	0	1984.0	nyu	eng	BK	MIU	umich	umich	google	google	Charters, Samuel Barclay.
5018370	mdp.39015018502511	deny	ic	2168900		MIU	002168900	20454878	0945575262		89039072	Clover : a novel / by Dori Sanders.	Algonquin Books of Chapel Hill, 1990.	bib	2012-03-17 19:30:17	0	1990.0	ncu	eng	BK	MIU	umich	umich	google	google	Sanders, Dori, 1934-
5018384	mdp.39015018502552	deny	ic	2168915		MIU	002168915	20167642	0679727531 :		89040439	The autobiography of an ex-coloured man / James Weldon Johnson ; with an introduction by Carl Van Vechten ; with an introduction to the Vintage edition by Henry Louis Gates, Jr.	Vintage Books, 1989.	bib	2012-09-06 19:31:05	0	1989.0	nyu	eng	BK	MIU	umich	umich	google	google	Johnson, James Weldon, 1871-1938.
5018679	mdp.39015018524531	deny	ic	2169210		MIU	002169210	20319324	0930100344 :		88045370	Fun & games : short fictions / by Clarence Major.	Holy Cow! Press ; Talman Co. [distributor], 1990.	bib	2008-11-01 21:30:21	0	1990.0	mnu	eng	BK	MIU	umich	umich	google	google	Major, Clarence.
2962018	mdp.39015018597578	deny	ic	765613		MIU	000765613	7897199	0380785013 (pbk.) :		80069979	Hiding place / John Edgar Wideman.	Avon Books, c1981.	bib	2008-07-23 01:30:09	0	1981.0	nyu	eng	BK	MIU	umich	umich	google	google	Wideman, John Edgar.
10180	mdp.39015018643919	deny	ic	7977		MIU	000007977	589172	9780374100360,0374100365		72086414	Absolutely nothing to get alarmed about [by] Charles Wright.	Farrar, Straus and Giroux [1973]	bib	2012-06-18 19:30:14	0	1973.0	nyu	eng	BK	MIU	umich	umich	google	google	Wright, Charles, 1932-2008
5054728	mdp.39015018971088	deny	ic	2204496		MIU	002204496	19554008	015110431X :		89007466	Baby of the family / Tina McElroy Ansa.	Harcourt Brace Jovanovich, c1989.	bib	2012-03-21 19:30:05	0	1989.0	cau	eng	BK	MIU	umich	umich	google	google	Ansa, Tina McElroy.
15103482	mdp.39015019134132	deny	ic	100615533		MIU	000716219	1974127	0527252700		75042382	The ordeal of Mansart / W. E. B. Du Bois ; new introd. by Herbert Aptheker.	Kraus-Thomson Organization Ltd., 1976, c1957.	bib	2014-03-31 13:05:25	0	1976.0	nyu	eng	BK	MIU	umich	umich	google	google	Du Bois, W. E. B. 1868-1963.
3626692	mdp.39015019145260	deny	ic	1189215		MIU	001189215	1204201			60014688	Gillian / Frank Yerby.	Dial, 1960.	ren	2013-12-14 05:25:56	0	1960.0	nyu	eng	BK	MIU	umich	umich	google	google	Yerby, Frank, 1916-1991.
1066734	mdp.39015019190365	deny	ic	480443		MIU	000480443	536855			54008649/L	The blackboard jungle, a novel.	Simon and Schuster, 1954.	ren	2009-01-09 17:19:04	0	1954.0	nyu	eng	BK	MIU	umich	umich	google	google	Hunter, Evan, 1926-2005.
2194214	mdp.39015019202475	deny	ic	589369		MIU	000589369	383178			67016400	'Sippi.	Trident Press, 1967.	bib	2012-05-29 19:30:28	0	1967.0	nyu	eng	BK	MIU	umich	umich	google	google	Killens, John Oliver, 1916-1987.
3069318	mdp.39015019208332	deny	ic	839440		MIU	000839440	13582234	0525244832		86011571	Love story Black / William Demby.	Dutton, 1986, c1978.	bib	2008-11-01 22:30:22	0	1978.0	nyu	eng	BK	MIU	umich	umich	google	google	Demby, William.
3803206	mdp.39015019226714	deny	ic	1292149		MIU	001292149	19270499	0689118937 :		89000166	The terrible threes / Ishmael Reed.	Atheneum, 1989.	bib	2012-04-19 19:30:32	0	1989.0	nyu	eng	BK	MIU	umich	umich	google	google	Reed, Ishmael, 1938-
650248	mdp.39015019344996	deny	ic	201284		MIU	000201284	9969945	055301434X (pbk.) :		82090321	Neveryóna, or, The tale of signs and cities / Samuel R. Delany.	Bantam Books, 1983.	bib	2012-03-12 19:30:21	0	1983.0	onc	eng	BK	MIU	umich	umich	google	google	Delany, Samuel R.
5435302	mdp.39015019434524	deny	ic	2447842		MIU	002447842	20133963	0887390730 :		89017450 //r90	Driving under the cardboard pines and other stories / Colleen McElroy.	Creative Arts Book Co., 1990.	bib	2012-09-06 19:31:10	0	1990.0	cau	eng	BK	MIU	umich	umich	google	google	McElroy, Colleen J.
5435857	mdp.39015019436693	deny	ic	2448450		MIU	002448450	23281909	0883781271		90070705	The brass bed and other stories / by Pearl Cleage.	Third World Press, c1991.	bib	2008-11-01 22:30:20	0	1991.0	ilu	eng	BK	MIU	umich	umich	google	google	Cleage, Pearl.
5451249	mdp.39015019472599	allow	pdus	2460339		MIU	002460339	661386			31025041	Mayor Harding of New York, a novel by Stephen Endicott.	The Mohawk press, 1931.	ren	2021-01-20 05:25:06	0	1931.0	xx 	eng	BK	MIU	umich	umich	google	google	Roberts, Walter Adolphe, 1886-1962.
5412964	mdp.39015019599706	deny	ic	2430792		MIU	002430792	18834949	0803703406 :		88033654 /AC	The road to Memphis / Mildred D. Taylor.	Dial Books, c1990.	bib	2010-07-07 20:30:29	0	1990.0	nyu	eng	BK	MIU	umich	umich	google	google	Taylor, Mildred D.
5439693	mdp.39015019819807	deny	ic	2451463		MIU	002451463	5946596	9780070723603,0070723605 :		80000421	Ask me now / Al Young.	McGraw-Hill ; San Francisco Book Co., c1980.	bib	2008-07-23 02:30:05	0	1980.0	nyu	eng	BK	MIU	umich	umich	google	google	Young, Al, 1939-
5441556	mdp.39015019826828	deny	ic	2453013		MIU	002453013	1611773			49011126 /*	The single star, a novel of Cuba in the '90s.	Bobbs-Merrill [1949]	ren	2013-03-22 05:25:04	0	1949.0	inu	eng	BK	MIU	umich	umich	google	google	Roberts, Walter Adolphe, 1886-1962.
5441650	mdp.39015019834772	deny	ic	2453116		MIU	002453116	20596163	0899199356 :		89020498	Squabble, and other stories / John Holman.	Ticknor & Fields, 1990.	bib	2007-07-08 09:29:42	0	1990.0	nyu	eng	BK	MIU	umich	umich	google	google	Holman, John, 1951-
2346199	mdp.39015019986317	deny	ic	632721		MIU	000632721	13423629	0914590960		86006408	My amputations : a novel / by Clarence Major.	Fiction Collective, c1986.	bib	2008-11-01 23:30:10	0	1986.0	nyu	eng	BK	MIU	umich	umich	google	google	Major, Clarence.
1007823	mdp.39015020648625	deny	ic	438495		MIU	000438495	809081			47030774	Lonely crusade.	A. A. Knopf, 1947.	ren	2009-01-09 17:19:08	0	1947.0	nyu	eng	BK	MIU	umich	umich	google	google	Himes, Chester B., 1909-1984.
2341606	mdp.39015020672864	deny	ic	629501		MIU	000629501	224916			72078880	The chosen place, the timeless people.	Harcourt, Brace & World [1969]	bib	2012-05-28 19:30:38	0	1969.0	nyu	eng	BK	MIU	umich	umich	google	google	Marshall, Paule, 1929-
964753	mdp.39015020676972	deny	ic	408104		MIU	000408104	427111			59011516	Narrative of the life of Frederick Douglass, an American slave, written by himself. Edited by Benjamin Quarles.	Belknap Press, 1960.	ren	2011-05-24 12:11:39	0	1960.0	mau	eng	BK	MIU	umich	umich	google	google	Douglass, Frederick, 1818-1895.
1070036	mdp.39015020680388	deny	ic	482692		MIU	000482692	11118643				The autobiography of an ex-colored man.	Knopf, 1970.	bib	2008-11-01 22:30:17	0	1970.0	nyu	eng	BK	MIU	umich	umich	google	google	Johnson, James Weldon, 1871-1938.
2959045	mdp.39015020682905	deny	ic	763009		MIU	000763009	8132495	0394525493		81048609	Invisible man / Ralph Ellison.	Random House, 1982, c1952.	bib	2008-06-30 00:30:13	0	1982.0	nyu	eng	BK	MIU	umich	umich	google	google	Ellison, Ralph.
1073539	mdp.39015020694066	deny	ic	485322		MIU	000485322	12752442	0140088296 (pbk.) :		85025859	Linden Hills / Gloria Naylor.	Penguin Books, 1986, c1985.	bib	2012-05-12 19:30:17	0	1986.0	nyu	eng	BK	MIU	umich	umich	google	google	Naylor, Gloria.
3478463	mdp.39015020712173	deny	ic	1104769		MIU	001104769	18781325	0151885338		88007995	The temple of my familiar / Alice Walker.	Harcourt Brace Jovanovich, c1989.	bib	2012-06-18 19:30:15	0	1989.0	cau	eng	BK	MIU	umich	umich	google	google	Walker, Alice, 1944-
5068765	mdp.39015020713106	deny	ic	2215098		MIU	002215098	21218015	0934933049 :		89207162	The Straits of Messina / Samuel R. Delany.	Serconia Press, 1989.	bib	2012-04-19 19:30:33	0	1989.0	wau	eng	BK	MIU	umich	umich	google	google	Delany, Samuel R.
3626702	mdp.39015020716356	deny	ic	1189221		MIU	001189221	964399			52005616 /L	The Saracen blade, a novel.	Dial Press, 1952.	ren	2012-03-23 05:30:02	0	1952.0	nyu	eng	BK	MIU	umich	umich	google	google	Yerby, Frank, 1916-1991.
4569577	mdp.39015020728666	deny	ic	1821870		MIU	001821870	17507408	0807083054		87047879	Kindred / Octavia E. Butler ; with an introduction by Robert Crossley.	Beacon Press, c1988.	bib	2012-06-04 10:28:42	0	1988.0	mau	eng	BK	MIU	umich	umich	google	google	Butler, Octavia E.
